# Program:featureCounts v1.6.2; Command:"../tools/subread-1.6.2-Linux-x86_64/bin/featureCounts" "-p" "-T" "8" "-t" "exon" "-g" "gene_id" "-a" "../reference/s288c_e.gff" "-o" "../featurecount/counts.txt" "SRR453566.sorted.bam" "SRR453567.sorted.bam" "SRR453568.sorted.bam" "SRR453569.sorted.bam" "SRR453570.sorted.bam" "SRR453571.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566.sorted.bam	SRR453567.sorted.bam	SRR453568.sorted.bam	SRR453569.sorted.bam	SRR453570.sorted.bam	SRR453571.sorted.bam
gene_1201	NC_001136.10	933504	935138	+	1635	228	291	193	151	204	230
gene_1202	NC_001136.10	935236	935892	-	657	184	229	178	188	211	266
gene_1203	NC_001136.10	936615	937493	+	879	650	683	468	368	343	528
gene_1204	NC_001136.10	937895	940816	-	2922	1695	2549	1938	1304	1414	1813
gene_1205	NC_001136.10	941057	943420	-	2364	213	360	210	174	210	219
gene_1206	NC_001136.10	943674	945152	-	1479	145	171	137	116	128	152
gene_1207	NC_001136.10;NC_001136.10	946312;946365	946350;946400	+;+	75	1	1	4	2	3	1
gene_1208	NC_001136.10	946807	948456	+	1650	145	177	116	211	242	277
gene_1209	NC_001136.10	948518	950284	-	1767	123	145	115	85	123	174
gene_1210	NC_001136.10	950563	952401	+	1839	316	404	309	428	511	617
gene_1211	NC_001136.10	952800	953981	+	1182	1195	1693	1077	515	578	746
gene_1212	NC_001136.10	954288	954947	+	660	202	230	171	212	242	365
gene_1213	NC_001136.10	955133	955333	+	201	5	9	4	12	17	21
gene_1214	NC_001136.10	956013	957398	+	1386	108	140	95	182	276	338
gene_1215	NC_001136.10	957758	958339	-	582	253	353	200	240	336	457
gene_1216	NC_001136.10	958681	959802	-	1122	84	101	80	64	79	68
gene_1217	NC_001136.10	960614	963106	+	2493	546	679	535	504	572	705
gene_1218	NC_001136.10	963412	963861	+	450	54	54	64	48	45	53
gene_1219	NC_001136.10	963990	964565	-	576	252	330	253	224	223	338
gene_1220	NC_001136.10	965113	966489	+	1377	202	264	189	207	210	306
gene_1221	NC_001136.10	966557	967822	-	1266	153	160	110	173	245	268
gene_1222	NC_001136.10	968133	969680	-	1548	101	135	106	3352	3999	4853
gene_1223	NC_001136.10	969990	971474	-	1485	378	531	382	199	206	258
gene_1224	NC_001136.10	971808	974243	-	2436	1584	2112	1518	3393	5033	6300
gene_1225	NC_001136.10	974631	975782	-	1152	73	120	69	174	149	187
gene_1226	NC_001136.10	976717	977229	-	513	177	207	164	163	204	238
gene_1227	NC_001136.10	977521	979209	-	1689	548	688	501	158	130	178
gene_1228	NC_001136.10	980974	981055	-	82	3	0	0	1	2	0
gene_1229	NC_001136.10	981462	986775	+	5314	90	129	72	87	70	85
gene_1230	NC_001136.10	981462	982778	+	1317	0	0	0	0	0	0
gene_1231	NC_001136.10	987534	992349	-	4816	400	584	346	216	235	226
gene_1232	NC_001136.10	991027	992349	-	1323	0	0	0	0	0	0
gene_1233	NC_001136.10	992832	992902	+	71	8	4	5	47	44	52
gene_1234	NC_001136.10	993134	993952	+	819	311	328	242	1130	1455	1865
gene_1235	NC_001136.10	994242	995534	-	1293	111	124	75	74	98	113
gene_1236	NC_001136.10	996029	998323	-	2295	1306	2275	1324	710	659	819
gene_1237	NC_001136.10	998864	999877	+	1014	199	273	181	187	223	240
gene_1238	NC_001136.10	1000104	1002023	-	1920	537	741	544	265	319	367
gene_1239	NC_001136.10	1002510	1003502	-	993	382	427	299	186	217	276
gene_1240	NC_001136.10	1004004	1005143	+	1140	197	230	198	142	138	190
gene_1241	NC_001136.10	1005675	1008689	+	3015	554	1054	437	342	382	493
gene_1242	NC_001136.10	1009010	1009834	+	825	485	618	438	573	673	998
gene_1243	NC_001136.10	1010176	1011273	+	1098	56	53	29	90	113	137
gene_1244	NC_001136.10	1011589	1011960	-	372	61	43	44	128	129	149
gene_1245	NC_001136.10	1012252	1012959	+	708	178	220	140	414	680	943
gene_1246	NC_001136.10	1013476	1013643	-	168	1900	2427	1606	1744	2098	2626
gene_1247	NC_001136.10	1014401	1015702	-	1302	218	227	165	477	640	853
gene_1248	NC_001136.10	1017001	1017318	-	318	0	1	2	6	1	2
gene_1249	NC_001136.10	1017207	1017278	-	72	0	0	0	0	0	0
gene_1250	NC_001136.10	1019368	1020420	+	1053	205	291	196	175	216	284
gene_1251	NC_001136.10	1020747	1021664	+	918	445	590	432	214	215	302
gene_1252	NC_001136.10	1022007	1022321	-	315	50	55	36	14	18	22
gene_1253	NC_001136.10	1023511	1024755	-	1245	161	190	124	182	208	295
gene_1254	NC_001136.10	1025070	1030049	-	4980	476	693	496	485	617	709
gene_1255	NC_001136.10	1030550	1031419	-	870	605	776	576	262	327	400
gene_1256	NC_001136.10	1032436	1035063	+	2628	83	129	99	148	178	216
gene_1257	NC_001136.10	1035231	1035575	-	345	65	91	66	92	116	147
gene_1258	NC_001136.10	1035995	1036873	+	879	156	153	124	265	292	388
gene_1259	NC_001136.10	1037195	1038106	+	912	211	257	168	122	166	197
gene_1260	NC_001136.10	1038280	1039509	-	1230	264	311	240	251	317	449
gene_1261	NC_001136.10	1039728	1042961	+	3234	370	395	334	270	361	429
gene_1262	NC_001136.10	1043146	1045011	-	1866	852	1147	842	555	566	764
gene_1263	NC_001136.10	1045640	1049392	-	3753	1635	1961	1441	1829	2400	2734
gene_1264	NC_001136.10	1050459	1052228	-	1770	774	1141	779	769	955	1148
gene_1265	NC_001136.10	1052623	1054647	-	2025	262	344	273	196	220	305
gene_1266	NC_001136.10	1055212	1055892	+	681	380	445	309	244	289	339
gene_1267	NC_001136.10	1056551	1057600	+	1050	450	537	367	296	409	493
gene_1268	NC_001136.10	1058176	1058814	-	639	1411	1796	1212	1879	2075	2535
gene_1269	NC_001136.10	1059627	1061231	+	1605	619	818	636	236	366	420
gene_1270	NC_001136.10	1061505	1062791	-	1287	589	796	657	289	331	438
gene_1271	NC_001136.10	1063352	1067425	+	4074	444	640	432	244	263	351
gene_1272	NC_001136.10	1067731	1068390	+	660	272	359	227	111	118	202
gene_1273	NC_001136.10	1068729	1071386	-	2658	531	783	543	303	380	406
gene_1274	NC_001136.10	1071880	1072557	-	678	922	1132	889	363	478	568
gene_1275	NC_001136.10;NC_001136.10	1072746;1073402	1073312;1073488	-;-	654	175	223	161	207	225	302
gene_1276	NC_001136.10	1073735	1075171	-	1437	253	340	227	359	441	536
gene_1277	NC_001136.10	1075472	1075544	-	73	0	0	0	3	2	2
gene_1278	NC_001136.10	1075865	1077853	+	1989	457	587	411	369	488	583
gene_1279	NC_001136.10	1078027	1078449	-	423	181	235	183	109	154	203
gene_1280	NC_001136.10	1079048	1080199	-	1152	397	502	359	209	215	247
gene_1281	NC_001136.10	1081128	1084316	-	3189	859	1142	848	557	624	814
gene_1282	NC_001136.10	1085065	1086993	+	1929	263	355	258	216	240	301
gene_1283	NC_001136.10	1087581	1088942	+	1362	381	565	428	214	267	412
gene_1284	NC_001136.10	1089219	1090079	-	861	162	157	133	406	580	707
gene_1285	NC_001136.10	1090433	1092511	-	2079	129	159	128	142	178	220
gene_1286	NC_001136.10	1092741	1093586	-	846	85	111	84	85	109	126
gene_1287	NC_001136.10	1093763	1095178	+	1416	544	643	444	250	346	458
gene_1288	NC_001136.10;NC_001136.10	1095370;1095425	1095405;1095461	-;-	73	3	0	1	1	4	0
gene_1289	NC_001136.10	1096064	1101332	+	5269	5	11	8	3	3	5
gene_1290	NC_001136.10	1096064	1097386	+	1323	0	0	0	0	0	0
gene_1291	NC_001136.10	1102184	1103428	+	1245	95	95	71	101	102	137
gene_1292	NC_001136.10;NC_001136.10	1103758;1103893	1103809;1104947	+;+	1107	173	223	147	122	161	216
gene_1293	NC_001136.10	1105003	1105827	-	825	183	210	131	163	184	230
gene_1294	NC_001136.10	1106095	1108101	-	2007	227	341	236	227	254	271
gene_1295	NC_001136.10	1108280	1108498	-	219	218	237	130	164	130	227
gene_1296	NC_001136.10	1108702	1109847	+	1146	618	978	774	192	230	283
gene_1297	NC_001136.10	1110589	1111692	+	1104	404	520	377	239	288	371
gene_1298	NC_001136.10	1112003	1112293	-	291	774	961	552	939	848	1294
gene_1299	NC_001136.10	1112480	1114027	-	1548	122	119	74	119	147	194
gene_1300	NC_001136.10	1114433	1116763	-	2331	1023	1519	1120	407	451	641
gene_1301	NC_001136.10	1117126	1120233	+	3108	513	626	446	362	364	452
gene_1302	NC_001136.10	1120609	1124925	-	4317	859	1337	847	305	359	453
gene_1303	NC_001136.10	1125434	1126018	-	585	958	1224	836	782	940	1337
gene_1304	NC_001136.10	1126270	1127595	-	1326	447	628	443	628	806	1081
gene_1305	NC_001136.10	1127872	1129374	+	1503	273	358	266	372	451	564
gene_1306	NC_001136.10	1129588	1130823	+	1236	398	545	368	138	187	219
gene_1307	NC_001136.10	1131001	1133070	+	2070	157	256	134	201	248	300
gene_1308	NC_001136.10	1133260	1135431	-	2172	554	785	580	305	387	495
gene_1309	NC_001136.10	1135932	1140476	+	4545	766	1143	797	571	715	796
gene_1310	NC_001136.10	1141168	1144842	+	3675	1056	1491	1010	831	1084	1272
gene_1311	NC_001136.10	1145092	1146036	+	945	105	136	87	99	101	128
gene_1312	NC_001136.10	1146319	1147179	+	861	438	510	353	294	332	427
gene_1313	NC_001136.10	1147379	1149466	-	2088	185	204	150	167	223	283
gene_1314	NC_001136.10	1149951	1150520	-	570	344	455	356	205	259	343
gene_1315	NC_001136.10	1150842	1150941	-	100	0	0	0	1	2	3
gene_1316	NC_001136.10	1151803	1153626	-	1824	2096	3079	2350	1155	1342	1725
gene_1317	NC_001136.10	1154216	1155928	-	1713	314	148	137	4915	5139	6066
gene_1318	NC_001136.10	1159608	1161320	-	1713	197	118	70	3599	4087	4752
gene_1319	NC_001136.10	1162006	1162449	-	444	16	34	22	19	14	18
gene_1320	NC_001136.10	1162957	1164660	-	1704	7643	11072	7854	237	327	448
gene_1321	NC_001136.10	1167214	1168659	-	1446	1780	2463	1841	1030	1274	1698
gene_1322	NC_001136.10	1169178	1170143	+	966	523	652	512	362	420	508
gene_1323	NC_001136.10	1170326	1171825	-	1500	596	814	573	390	415	590
gene_1324	NC_001136.10	1172386	1174176	-	1791	641	861	592	382	440	483
gene_1325	NC_001136.10	1175829	1175901	+	73	1	0	0	2	0	1
gene_1326	NC_001136.10	1176120	1178174	-	2055	283	313	229	260	320	363
gene_1327	NC_001136.10	1178666	1181260	+	2595	391	535	306	356	386	502
gene_1328	NC_001136.10	1181801	1182754	+	954	319	538	328	218	234	230
gene_1329	NC_001136.10	1183299	1184258	+	960	1574	2165	1607	709	705	978
gene_1330	NC_001136.10	1184747	1185889	+	1143	704	996	712	532	640	732
gene_1331	NC_001136.10	1186107	1188941	+	2835	459	663	471	395	459	625
gene_1332	NC_001136.10	1189199	1189567	-	369	192	243	136	286	379	528
gene_1333	NC_001136.10	1190059	1191732	+	1674	204	187	128	295	438	503
gene_1334	NC_001136.10	1191936	1194884	-	2949	398	516	421	453	535	633
gene_1335	NC_001136.10	1195412	1196263	-	852	575	826	581	222	251	343
gene_1336	NC_001136.10	1196679	1198697	-	2019	275	383	256	256	297	375
gene_1337	NC_001136.10	1199183	1200553	+	1371	147	181	113	112	146	204
gene_1338	NC_001136.10	1201750	1201822	+	73	0	0	0	0	1	4
gene_1339	NC_001136.10	1202128	1202397	+	270	770	1050	636	525	578	851
gene_1340	NC_001136.10	1202843	1204210	-	1368	196	243	211	150	208	250
gene_1341	NC_001136.10	1204497	1206383	-	1887	1187	1602	1242	1841	1962	2349
gene_1342	NC_001136.10	1206997	1212265	+	5269	79	102	80	24	23	30
gene_1343	NC_001136.10	1206997	1208319	+	1323	0	0	0	0	0	0
gene_1344	NC_001136.10	1212438	1212836	-	399	3	10	0	4	2	1
gene_1345	NC_001136.10;NC_001136.10	1212848;1212979	1212877;1213614	+;+	666	281	426	264	165	187	215
gene_1346	NC_001136.10	1213904	1214842	+	939	539	688	545	355	472	567
gene_1347	NC_001136.10	1215016	1217580	-	2565	189	246	179	215	248	349
gene_1348	NC_001136.10	1217782	1219110	-	1329	218	256	182	146	187	220
gene_1349	NC_001136.10	1219413	1220948	+	1536	218	267	184	155	215	242
gene_1350	NC_001136.10	1221112	1222149	-	1038	969	1245	894	477	593	796
gene_1351	NC_001136.10	1222759	1223331	+	573	346	421	274	284	358	428
gene_1352	NC_001136.10	1223474	1224394	-	921	16	6	2	19	38	44
gene_1353	NC_001136.10	1224757	1225026	+	270	170	187	114	117	128	158
gene_1354	NC_001136.10	1225166	1226536	-	1371	444	540	398	266	294	370
gene_1355	NC_001136.10	1226822	1228303	+	1482	296	403	297	201	237	292
gene_1356	NC_001136.10	1228611	1228916	+	306	1121	1424	907	1339	1481	2048
gene_1357	NC_001136.10	1229349	1229609	-	261	354	486	279	185	195	255
gene_1358	NC_001136.10	1230167	1233196	+	3030	350	460	308	354	413	533
gene_1359	NC_001136.10	1233278	1233517	-	240	49	30	19	181	233	264
gene_1360	NC_001136.10	1234218	1236125	+	1908	131	155	100	580	566	658
gene_1361	NC_001136.10;NC_001136.10	1236558;1237609	1236842;1238004	+;+	681	1843	2461	1680	1271	1550	2068
gene_1362	NC_001136.10;NC_001136.10	1238312;1238825	1238630;1238850	-;-	345	219	254	161	145	168	249
gene_1363	NC_001136.10	1239492	1239824	+	333	6942	9164	7251	2116	2151	3109
gene_1364	NC_001136.10	1239960	1240676	-	717	84	108	74	81	113	180
gene_1365	NC_001136.10	1241204	1242031	-	828	235	335	221	4870	5747	6879
gene_1366	NC_001136.10	1243230	1245758	+	2529	3982	5877	4180	1977	2518	3150
gene_1367	NC_001136.10	1246084	1247982	+	1899	170	231	161	184	218	271
gene_1368	NC_001136.10	1248154	1249821	-	1668	252	262	196	203	218	249
gene_1369	NC_001136.10	1250186	1251634	+	1449	838	1072	798	720	822	987
gene_1370	NC_001136.10	1252537	1254501	+	1965	502	693	470	311	372	464
gene_1371	NC_001136.10	1254937	1256847	-	1911	600	714	542	423	514	642
gene_1372	NC_001136.10	1257008	1257079	-	72	0	0	1	0	0	0
gene_1373	NC_001136.10	1257358	1258056	-	699	81	91	53	128	150	157
gene_1374	NC_001136.10	1258696	1259709	+	1014	288	328	240	256	289	391
gene_1375	NC_001136.10	1259901	1261271	+	1371	321	348	237	205	236	329
gene_1376	NC_001136.10	1261681	1262967	+	1287	1379	1794	1439	1157	1565	1873
gene_1377	NC_001136.10	1263324	1266158	+	2835	1071	1614	1211	468	540	641
gene_1378	NC_001136.10;NC_001136.10	1266366;1266862	1266769;1266898	-;-	441	339	414	299	321	355	510
gene_1379	NC_001136.10	1267471	1269402	+	1932	687	881	691	271	290	371
gene_1380	NC_001136.10	1270068	1270733	+	666	2934	3998	2984	1437	1444	1809
gene_1381	NC_001136.10	1271063	1272085	+	1023	217	264	218	125	128	175
gene_1382	NC_001136.10	1272234	1273703	-	1470	34	53	34	40	81	85
gene_1383	NC_001136.10	1274602	1276212	+	1611	65	65	37	57	61	93
gene_1384	NC_001136.10	1276654	1277169	-	516	394	553	366	217	224	267
gene_1385	NC_001136.10	1277646	1278437	+	792	465	483	369	486	539	708
gene_1386	NC_001136.10	1279210	1283799	+	4590	341	391	334	324	368	534
gene_1387	NC_001136.10	1284069	1287938	-	3870	526	755	574	292	360	462
gene_1388	NC_001136.10	1288215	1288859	-	645	1032	1416	1080	365	308	429
gene_1389	NC_001136.10	1289406	1292120	+	2715	309	382	297	268	289	339
gene_1390	NC_001136.10	1292372	1293091	-	720	182	274	180	94	74	107
gene_1391	NC_001136.10	1293369	1294394	-	1026	347	463	319	259	291	378
gene_1392	NC_001136.10	1294693	1295400	+	708	391	553	425	185	222	314
gene_1393	NC_001136.10	1295598	1296686	-	1089	313	391	271	138	166	185
gene_1394	NC_001136.10	1297037	1298161	-	1125	289	376	234	191	213	269
gene_1395	NC_001136.10	1298432	1301011	+	2580	265	336	233	208	251	285
gene_1396	NC_001136.10	1301616	1302113	+	498	4721	6377	4671	1562	1816	2354
gene_1397	NC_001136.10	1303174	1305072	+	1899	291	324	229	176	264	332
gene_1398	NC_001136.10	1305630	1305712	+	83	1	0	0	0	0	0
gene_1399	NC_001136.10	1306267	1311675	+	5409	453	561	425	327	451	504
gene_1400	NC_001136.10	1312040	1314892	+	2853	194	288	212	241	327	369
gene_1401	NC_001136.10	1315326	1317773	-	2448	372	525	352	343	365	471
gene_1402	NC_001136.10	1318046	1319275	-	1230	188	215	180	157	208	250
gene_1403	NC_001136.10;NC_001136.10;NC_001136.10	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	230	246	163	137	141	229
gene_1404	NC_001136.10	1320064	1321941	+	1878	164	192	134	177	193	283
gene_1405	NC_001136.10	1322205	1323386	+	1182	1042	1395	1027	847	1036	1346
gene_1406	NC_001136.10	1323454	1324239	-	786	143	177	118	137	132	188
gene_1407	NC_001136.10	1324477	1325301	-	825	1829	2378	1861	789	939	1326
gene_1408	NC_001136.10	1325501	1328470	-	2970	719	971	709	476	583	656
gene_1409	NC_001136.10	1328783	1330027	+	1245	1924	2517	2031	909	991	1411
gene_1410	NC_001136.10	1331237	1332841	+	1605	623	875	630	381	500	617
gene_1411	NC_001136.10	1332983	1333969	-	987	201	201	103	217	209	245
gene_1412	NC_001136.10	1334821	1336953	+	2133	197	242	194	343	383	489
gene_1413	NC_001136.10	1337352	1337774	+	423	38	52	38	66	53	56
gene_1414	NC_001136.10	1338274	1339386	+	1113	131	153	117	179	203	232
gene_1415	NC_001136.10	1339676	1340719	+	1044	140	159	107	79	129	143
gene_1416	NC_001136.10	1342493	1344241	+	1749	252	402	267	147	160	199
gene_1417	NC_001136.10	1344517	1345062	-	546	251	373	257	360	512	536
gene_1418	NC_001136.10	1345676	1349938	-	4263	276	407	278	325	394	481
gene_1419	NC_001136.10	1350290	1352353	+	2064	284	331	238	213	246	288
gene_1420	NC_001136.10	1352466	1352538	-	73	0	0	0	0	0	0
gene_1421	NC_001136.10	1353725	1354633	+	909	2	7	7	4	9	7
gene_1422	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	7041	9874	6009	1579	1877	2579
gene_1423	NC_001136.10	1356065	1357369	+	1305	225	285	202	113	170	181
gene_1424	NC_001136.10	1357580	1358902	-	1323	398	643	455	174	192	274
gene_1425	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	7243	9589	6870	1755	2105	2881
gene_1426	NC_001136.10	1361120	1362181	-	1062	346	395	266	177	190	196
gene_1427	NC_001136.10	1362878	1364902	+	2025	1573	2287	1531	950	1161	1531
gene_1428	NC_001136.10	1365072	1365662	-	591	41	49	34	72	110	121
gene_1429	NC_001136.10	1366264	1366827	-	564	1109	1513	1094	405	468	567
gene_1430	NC_001136.10	1367485	1369386	+	1902	588	913	531	447	538	612
gene_1431	NC_001136.10	1369790	1379596	+	9807	1378	2015	1568	978	1110	1362
gene_1432	NC_001136.10	1380055	1382046	-	1992	461	647	421	406	541	736
gene_1433	NC_001136.10	1382319	1383443	-	1125	182	283	179	147	206	222
gene_1434	NC_001136.10	1383811	1384776	+	966	234	303	211	226	261	382
gene_1435	NC_001136.10	1385176	1385286	+	111	583	737	465	445	365	437
gene_1436	NC_001136.10	1385524	1385766	-	243	54	63	42	146	151	231
gene_1437	NC_001136.10	1386073	1386516	+	444	241	319	196	248	264	370
gene_1438	NC_001136.10	1386816	1388375	+	1560	729	1029	701	653	824	1062
gene_1439	NC_001136.10	1388872	1393179	+	4308	589	708	643	366	475	642
gene_1440	NC_001136.10	1393336	1394574	-	1239	502	781	613	291	420	580
gene_1441	NC_001136.10	1395121	1397817	+	2697	295	437	328	315	421	529
gene_1442	NC_001136.10	1398026	1398700	-	675	333	435	234	256	297	441
gene_1443	NC_001136.10	1399015	1399542	+	528	261	290	215	143	162	226
gene_1444	NC_001136.10	1399706	1401214	-	1509	293	335	239	316	340	456
gene_1445	NC_001136.10;NC_001136.10	1401770;1402185	1401800;1402564	+;+	411	3919	5154	3950	1018	1284	1690
gene_1446	NC_001136.10	1402919	1403042	+	124	14	21	12	3	6	6
gene_1447	NC_001136.10	1403322	1404173	+	852	258	282	254	147	155	196
gene_1448	NC_001136.10	1404445	1405854	-	1410	201	266	173	242	314	389
gene_1449	NC_001136.10	1407464	1410094	-	2631	386	485	344	388	406	574
gene_1450	NC_001136.10	1410453	1411127	-	675	211	304	233	211	206	250
gene_1451	NC_001136.10	1412373	1414274	+	1902	725	938	713	600	831	879
gene_1452	NC_001136.10	1414575	1415171	+	597	107	109	91	55	84	124
gene_1453	NC_001136.10	1415210	1416874	-	1665	283	338	274	313	415	444
gene_1454	NC_001136.10	1417399	1418370	+	972	144	220	159	131	167	237
gene_1455	NC_001136.10	1418550	1420250	-	1701	831	1130	822	660	784	922
gene_1456	NC_001136.10	1420431	1420838	-	408	118	123	120	114	114	194
gene_1457	NC_001136.10	1421157	1422485	+	1329	1403	1872	1333	778	1018	1254
gene_1458	NC_001136.10	1422763	1424688	+	1926	190	298	184	183	239	282
gene_1459	NC_001136.10	1424820	1427207	-	2388	298	403	306	285	400	546
gene_1460	NC_001136.10	1427431	1428120	-	690	211	269	229	259	380	474
gene_1461	NC_001136.10	1428354	1428980	-	627	714	957	647	398	425	610
gene_1462	NC_001136.10	1429188	1430789	-	1602	166	210	176	140	150	176
gene_1463	NC_001136.10	1431012	1431896	+	885	82	135	89	60	77	79
gene_1464	NC_001136.10	1431968	1434268	-	2301	267	347	252	304	375	468
gene_1465	NC_001136.10	1434924	1435874	+	951	293	286	201	417	449	492
gene_1466	NC_001136.10	1436217	1436588	+	372	214	236	162	149	140	202
gene_1467	NC_001136.10	1436930	1438015	+	1086	664	797	548	496	595	811
gene_1468	NC_001136.10	1438115	1441150	-	3036	207	337	250	190	225	274
gene_1469	NC_001136.10	1441433	1443403	-	1971	968	1470	1138	339	459	591
gene_1470	NC_001136.10	1443713	1445467	-	1755	5941	8153	6065	3464	3460	4336
gene_1471	NC_001136.10	1445843	1446994	-	1152	195	261	165	192	219	284
gene_1472	NC_001136.10	1447830	1450073	+	2244	241	288	221	253	301	347
gene_1473	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	2921	3871	2816	933	963	1517
gene_1474	NC_001136.10	1451353	1452918	+	1566	142	175	110	136	154	177
gene_1475	NC_001136.10	1453310	1454464	-	1155	10324	14437	11503	3111	3245	4006
gene_1476	NC_001136.10	1455042	1455866	-	825	123	163	135	156	157	184
gene_1477	NC_001136.10	1456311	1456694	-	384	85	139	79	94	104	129
gene_1478	NC_001136.10	1456695	1459220	-	2526	568	713	499	638	845	1050
gene_1479	NC_001136.10	1459728	1461554	-	1827	154	218	151	159	196	255
gene_1480	NC_001136.10;NC_001136.10	1461715;1461792	1461758;1461829	-;-	82	0	2	0	0	0	0
gene_1481	NC_001136.10	1462358	1465786	-	3429	927	1357	896	810	932	1156
gene_1482	NC_001136.10	1466453	1468444	-	1992	1568	1628	1122	284	288	296
gene_1483	NC_001136.10	1469400	1469705	+	306	674	818	566	396	458	595
gene_1484	NC_001136.10	1470017	1470418	+	402	182	187	142	144	197	229
gene_1485	NC_001136.10	1470500	1471063	-	564	157	187	130	192	233	324
gene_1486	NC_001136.10	1471017	1471448	+	432	282	340	245	628	880	1146
gene_1487	NC_001136.10	1471548	1472999	-	1452	287	359	253	159	201	265
gene_1488	NC_001136.10	1473429	1474772	+	1344	351	514	351	258	309	379
gene_1489	NC_001136.10	1474974	1476476	-	1503	304	294	205	613	779	972
gene_1490	NC_001136.10	1477239	1478357	+	1119	524	653	472	478	492	642
gene_1491	NC_001136.10	1478608	1480161	+	1554	232	310	227	121	119	194
gene_1492	NC_001136.10	1480425	1480832	+	408	589	749	480	346	414	510
gene_1493	NC_001136.10	1481085	1483403	-	2319	197	260	194	171	224	272
gene_1494	NC_001136.10	1483795	1485303	-	1509	37	25	21	25	30	31
gene_1495	NC_001136.10	1485566	1487038	-	1473	22	16	11	29	39	45
gene_1496	NC_001136.10	1487542	1488990	-	1449	319	336	261	290	333	372
gene_1497	NC_001136.10	1489403	1489492	+	90	2909	3635	2338	1216	1306	1783
gene_1498	NC_001136.10	1489598	1489798	-	201	9601	10821	8046	3802	3895	5570
gene_1499	NC_001136.10	1489905	1490234	+	330	5	6	1	7	2	6
gene_1500	NC_001136.10	1490596	1490835	+	240	61	70	42	93	127	185
gene_1501	NC_001136.10	1491094	1492413	+	1320	449	597	414	212	248	313
gene_1502	NC_001136.10	1492477	1493026	-	550	46	60	38	15	21	31
gene_1503	NC_001136.10	1494586	1495857	+	1272	229	321	226	98	115	99
gene_1504	NC_001136.10	1496165	1496548	-	384	1750	2031	1464	1975	2299	3052
gene_1505	NC_001136.10	1496791	1497768	-	978	147	193	139	155	160	252
gene_1506	NC_001136.10	1498232	1499335	+	1104	748	1058	835	388	541	769
gene_1507	NC_001136.10	1499396	1500553	-	1158	177	195	154	148	182	253
gene_1508	NC_001136.10	1501447	1502160	-	714	537	641	458	269	591	775
gene_1509	NC_001136.10	1503314	1504900	-	1587	28	37	21	49	60	79
gene_1510	NC_001136.10	1508005	1509714	+	1710	44	45	34	372	333	400
gene_1511	NC_001136.10	1510902	1511630	+	729	82	95	77	118	108	184
gene_1512	NC_001136.10	1512094	1513605	+	1512	131	159	121	158	215	254
gene_1513	NC_001136.10	1517136	1517675	-	540	57	62	39	6	10	20
gene_1514	NC_001136.10	1519664	1520698	-	1035	212	265	192	82	98	106
gene_1515	NC_001136.10	1523249	1523611	+	363	0	1	0	1	1	1
gene_1516	NC_001136.10	1526321	1531711	+	5391	128	177	150	152	182	231
gene_1517	NC_001137.3	264	4097	-	3834	113	175	114	124	140	166
gene_1518	NC_001137.3;NC_001137.3	4185;4602	4322;5114	-;-	651	2	8	6	6	4	5
gene_1519	NC_001137.3	4464	5114	-	651	11	11	11	5	6	14
gene_1520	NC_001137.3	5345	5713	-	369	2	2	1	1	1	0
gene_1521	NC_001137.3	7230	7553	-	324	42	48	31	51	62	85
gene_1522	NC_001137.3	13720	14415	+	696	305	393	276	120	125	169
gene_1523	NC_001137.3	16355	17845	+	1491	9208	14563	10730	1756	2025	2553
gene_1524	NC_001137.3	19589	21097	+	1509	5	6	6	56	59	60
gene_1525	NC_001137.3	21537	23231	-	1695	3	9	5	17	8	17
gene_1526	NC_001137.3	25646	25978	-	333	83	119	96	75	77	121
gene_1527	NC_001137.3	26189	26776	-	588	30	49	32	41	51	63
gene_1528	NC_001137.3	26667	27206	+	540	97	127	98	170	175	250
gene_1529	NC_001137.3	27657	29543	+	1887	130	480	87	353	144	194
gene_1530	NC_001137.3	29797	31239	-	1443	123	158	131	127	145	183
gene_1531	NC_001137.3	31694	33466	-	1773	1183	1793	1324	622	717	926
gene_1532	NC_001137.3	34407	36254	+	1848	142	217	156	157	205	245
gene_1533	NC_001137.3	36535	39537	-	3003	473	664	474	325	340	419
gene_1534	NC_001137.3	40046	41953	-	1908	1209	1218	837	4078	5265	6718
gene_1535	NC_001137.3	42400	42624	-	225	35	53	38	54	82	99
gene_1536	NC_001137.3	43252	44925	+	1674	1077	1174	835	675	802	943
gene_1537	NC_001137.3	45020	45721	-	702	19	18	13	81	89	101
gene_1538	NC_001137.3	47168	48373	+	1206	284	375	264	223	264	304
gene_1539	NC_001137.3	48471	51539	-	3069	945	1383	989	469	583	661
gene_1540	NC_001137.3	52150	52320	-	171	6	4	4	3	4	5
gene_1541	NC_001137.3	52721	53218	-	498	3626	5157	3825	1080	1298	1673
gene_1542	NC_001137.3	53901	56102	-	2202	357	487	375	243	296	339
gene_1543	NC_001137.3	56571	58100	+	1530	419	494	354	399	496	562
gene_1544	NC_001137.3	58378	59148	+	771	1173	1591	1159	568	677	908
